,Asx Code,Company Name,Finacial Year,Revenue Increase %,industry,pricediff
315,HE8,HELIOS ENERGY LTD,6/30/2015,51.0,Energy,6.959595959595956
316,HOM,HOMELOANS LIMITED,6/30/2017,51.0,Banks,30.4302925989673
317,HOT,HOTCOPPER HOLDINGS LIMITED,6/30/2017,41.0,Software & Services,24.842562432138976
318,HRL,HRL HOLDINGS LTD,6/30/2016,80.0,Commercial & Professional Services,-18.980273141122915
319,HT1,HT&E LIMITED,12/31/2017,57.99999999999999,Media,-5.586246606893146
320,HUB,HUB24 LIMITED,6/30/2016,49.0,Diversified Financials,47.553890415664725
321,HTA,HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED,12/31/2015,455.99999999999994,Telecommunication Services,3.185096153846154
322,HCO,HYLEA METALS LIMITED,6/30/2017,38.0,Materials,-27.220216606498173
323,IBN,IBUYNEW GROUP LIMITED,6/30/2016,2899.0,Real Estate,-64.54668470906626
324,ICI,ICANDY INTERACTIVE LIMITED,12/31/2016,665.0,Software & Services,-41.10891089108914
325,ICQ,ICAR ASIA LIMITED,12/31/2015,123.0,Media,-29.551041885918757
326,ICT,ICOLLEGE LIMITED,6/30/2018,52.0,Consumer Services,0.0
327,ID8,IDENTITII LIMITED,6/30/2017,623.0,Class Pend,
328,IDT,IDT AUSTRALIA LIMITED,6/30/2018,39.0,"Pharmaceuticals, Biotechnology & Life Sciences",0.0
329,IKW,IKWEZI MINING LIMITED,6/30/2015,1426.0,Energy,12.100456621004557
330,ILU,ILUKA RESOURCES LIMITED,12/31/2017,39.0,Materials,24.649207165701252
331,IBX,IMAGION BIOSYSTEMS LIMITED,12/31/2017,2825375.0,Health Care Equipment & Services,-47.69070010449321
332,IME,IMEXHS LIMITED,12/31/2017,44.0,Software & Services,
333,IMF,IMF BENTHAM LIMITED,6/30/2016,43.0,Diversified Financials,35.31118355065196
334,IMC,IMMURON LIMITED,6/30/2017,39.0,"Pharmaceuticals, Biotechnology & Life Sciences",9.982608695652173
335,IMM,IMMUTEP LIMITED,6/30/2016,32.0,"Pharmaceuticals, Biotechnology & Life Sciences",-30.947126436781605
336,IMS,IMPELUS LIMITED,6/30/2016,85.0,Software & Services,-76.76457180071635
337,IHL,IMPRESSION HEALTHCARE LIMITED,6/30/2017,208.0,Health Care Equipment & Services,-38.83116883116882
338,IMU,IMUGENE LIMITED,6/30/2016,145.0,"Pharmaceuticals, Biotechnology & Life Sciences",60.54307116104865
339,IAB,INABOX GROUP LIMITED,6/30/2016,37.0,Telecommunication Services,-15.370725034199724
340,INP,INCENTIAPAY LIMITED,6/30/2017,120.0,Software & Services,-60.43359482693803
341,INK,INDAGO ENERGY LIMITED,12/31/2016,73.0,Energy,45.765578635014855
342,IGO,INDEPENDENCE GROUP NL,6/30/2018,84.0,Materials,0.0
343,IDZ,INDOOR SKYDIVE AUSTRALIA GROUP LIMITED,6/30/2015,430.0,Consumer Services,-7.628787878787879
344,IDR,INDUSTRIA REIT,6/30/2017,34.0,Real Estate,10.29694467382329
345,INA,INGENIA COMMUNITIES GROUP,6/30/2015,69.0,Real Estate,7.4042693179326
346,IHR,INTELLIHR HOLDINGS LIMITED,6/30/2016,88.0,Software & Services,
347,IEC,INTRA ENERGY CORPORATION LIMITED,6/30/2015,32.0,Energy,-25.14102564102562
348,IOF,INVESTA OFFICE FUND,6/30/2015,56.99999999999999,Real Estate,9.239071697384928
349,INV,INVESTSMART GROUP LIMITED,6/30/2016,47.0,Diversified Financials,-7.148936170212764
350,IVO,INVIGOR GROUP LIMITED,12/31/2015,573.0,Media,-60.23016063294172
351,IVX,INVION LIMITED,6/30/2018,637.0,"Pharmaceuticals, Biotechnology & Life Sciences",0.0
352,IOD,IODM LIMITED,6/30/2017,215.0,Class Pend,6.0465116279069715
353,IPH,IPH LIMITED,6/30/2016,74.0,Commercial & Professional Services,-23.618945102260493
354,IQ3,IQ3CORP LIMITED,6/30/2016,271.0,Diversified Financials,-4.573084352865424
355,IBC,IRONBARK CAPITAL LIMITED,6/30/2017,24971.0,Diversified Financials,-2.628378873342612
356,ISX,ISIGNTHIS LTD,6/30/2016,1433.0,Software & Services,-21.205718395971946
357,JIP,JACK-IN GROUP LIMITED,3/31/2015,98.0,Capital Goods,
358,JAL,JAMESON RESOURCES LIMITED,6/30/2016,121.0,Materials,140.1710526315791
359,JAN,JANISON EDUCATION GROUP LIMITED,6/30/2017,35.0,Software & Services,59.98882681564254
360,JHL,JAYEX HEALTHCARE LIMITED,12/31/2015,84.0,Health Care Equipment & Services,-59.18181818181818
361,JAY,JAYRIDE GROUP LIMITED,6/30/2016,118.0,Retailing,
362,JBH,JB HI-FI LIMITED,6/30/2017,42.0,Retailing,2.024972686124552
363,JRV,JERVOIS MINING LIMITED,6/30/2017,50.0,Materials,116.94841269841258
364,JJF,JIAJIAFU MODERN AGRICULTURE LIMITED,6/30/2018,32.0,"Food, Beverage & Tobacco",0.0
365,JYC,JOYCE CORPORATION LTD,6/30/2016,63.0,Retailing,30.17672281776417
366,KAI,KAIROS MINERALS LIMITED,6/30/2015,95.0,Materials,-11.777777777777775
367,KPO,KALINA POWER LIMITED,6/30/2018,235.0,Utilities,0.0
368,KGM,KALNORTH GOLD MINES LIMITED,6/30/2016,16738.0,Materials,-37.253983130271784
369,KPT,KANGAROO ISLAND PLANTATION TIMBERS LTD,6/30/2017,118.0,Materials,-0.08613024147851105
370,KAT,KATANA CAPITAL LIMITED,6/30/2018,336.0,Not Applic,0.0
371,KPC,KAZAKHSTAN POTASH CORPORATION LIMITED,12/31/2016,109.00000000000001,Materials,-52.85682125168845
372,KZA,KAZIA THERAPEUTICS LIMITED,6/30/2016,90.0,"Pharmaceuticals, Biotechnology & Life Sciences",-48.60591672753834
373,KPG,KELLY PARTNERS GROUP HOLDINGS LIMITED,6/30/2017,43.0,Commercial & Professional Services,-7.6707932141219635
374,KEY,KEY PETROLEUM LIMITED,6/30/2015,59.0,Energy,-42.17506631299732
375,KDR,KIDMAN RESOURCES LIMITED,6/30/2017,491.0,Materials,131.4926398429833
376,KIN,KIN MINING NL,6/30/2017,788.0,Materials,-35.49722222222223
377,KLO,KINGSLAND GLOBAL LTD,3/31/2017,35.0,Real Estate,-23.1968054763263
378,KRM,KINGSROSE MINING LIMITED,6/30/2015,770.0,Materials,-34.08595548733692
379,KLA,KIRKLAND LAKE GOLD LTD,12/31/2016,132.0,Materials,
380,KNO,KNOSYS LIMITED,6/30/2018,168.0,Software & Services,0.0
381,KGN,KOGAN.COM LTD,6/30/2017,37.0,Retailing,184.6833273316528
382,KKT,KONEKT LIMITED,6/30/2018,68.0,Health Care Equipment & Services,0.0
383,KYK,KYCKR LIMITED,6/30/2017,5308.0,Software & Services,1.5150884495317372
384,LKO,LAKES OIL NL,6/30/2017,52.0,Energy,51.26760563380279
385,LMW,LANDMARK WHITE LIMITED,6/30/2018,72.0,Real Estate,0.0
386,LBL,LASERBOND LIMITED,6/30/2017,31.0,Capital Goods,0.14384508990318126
387,LAA,LATAM AUTOS LIMITED,12/31/2015,426.99999999999994,Software & Services,-20.24755501222494
388,LBT,LBT INNOVATIONS LIMITED,6/30/2016,225.99999999999997,Health Care Equipment & Services,26.543371522094922
389,LEX,LEFROY EXPLORATION LIMITED,6/30/2016,250.0,Materials,61.49333826794974
390,LIC,LIFESTYLE COMMUNITIES LIMITED,6/30/2017,44.0,Real Estate,28.97499428571429
391,LNK,LINK ADMINISTRATION HOLDINGS LIMITED,6/30/2016,32.0,Software & Services,1.8514765200936216
392,LIT,LITHIUM AUSTRALIA NL,6/30/2016,576.0,Materials,-26.600952380952368
393,LCA,LITIGATION CAPITAL MANAGEMENT LIMITED,6/30/2017,225.99999999999997,Diversified Financials,21.090783569209528
394,LVH,LIVEHIRE LIMITED,6/30/2016,204.0,Software & Services,209.61098398169335
395,LVT,LIVETILES LIMITED,6/30/2016,177.0,Software & Services,13.095571095571096
396,LCT,LIVING CELL TECHNOLOGIES LIMITED,6/30/2017,39.0,"Pharmaceuticals, Biotechnology & Life Sciences",-78.04283360790771
397,LPE,LOCALITY PLANNING ENERGY HOLDINGS LIMITED,6/30/2016,2840.0,Utilities,-24.11976047904192
398,LON,LONGTABLE GROUP LIMITED,6/30/2016,79.0,"Food, Beverage & Tobacco",-30.515811088295678
399,LVE,LOVE GROUP GLOBAL LTD,6/30/2016,84.0,Software & Services,-51.41773288439956
400,LYL,LYCOPODIUM LIMITED,6/30/2017,74.0,Capital Goods,34.878845838570406
401,LYC,LYNAS CORPORATION LIMITED,6/30/2016,32.0,Materials,88.41325172964342
402,M7T,MACH7 TECHNOLOGIES LIMITED,6/30/2017,453.0,Health Care Equipment & Services,7.200663349917081
403,MAH,MACMAHON HOLDINGS LIMITED,6/30/2018,96.0,Materials,0.0
404,MRN,MACQUARIE MEDIA LIMITED,6/30/2016,38.0,Media,23.743288590604017
405,MFG,MAGELLAN FINANCIAL GROUP LIMITED,6/30/2018,33.0,Diversified Financials,0.0
406,MGU,MAGNUM MINING AND EXPLORATION LIMITED,12/31/2015,4743.0,Materials,26.87546607009693
407,MAI,MAINSTREAM GROUP HOLDINGS LIMITED,6/30/2016,59.0,Diversified Financials,-16.876397881106534
408,MGP,MANAGED ACCOUNTS HOLDINGS LIMITED,6/30/2018,120.0,Diversified Financials,0.0
409,MMM,MARLEY SPOON AG,12/31/2016,646.0,Consumer Services,
410,MYE,MASTERMYNE GROUP LIMITED,6/30/2018,62.0,Materials,0.0
411,MSP,MAXSEC GROUP LIMITED,6/30/2017,74.0,Technology Hardware & Equipment,-15.29411764705882
412,MYX,MAYNE PHARMA GROUP LIMITED,6/30/2016,89.0,"Pharmaceuticals, Biotechnology & Life Sciences",-36.53894381480587
413,MEA,MCGRATH LIMITED,6/30/2016,41.0,Real Estate,-45.34577581092566
414,MMR,MEC RESOURCES LIMITED,6/30/2017,155.0,Energy,-28.273328434974275
415,MDR,MEDADVISOR LIMITED,6/30/2017,198.0,Health Care Equipment & Services,27.225130890052345
416,MEB,MEDIBIO LIMITED,6/30/2016,589.0,"Pharmaceuticals, Biotechnology & Life Sciences",10.119988462647825
417,MVP,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,6/30/2016,33.0,"Pharmaceuticals, Biotechnology & Life Sciences",5.628249214272507
418,MGZ,MEDIGARD LIMITED,6/30/2016,1911.0,Health Care Equipment & Services,-16.171983356449374
419,MDC,MEDLAB CLINICAL LIMITED,6/30/2016,141.0,"Pharmaceuticals, Biotechnology & Life Sciences",83.7557354925776
420,MP1,MEGAPORT LIMITED,6/30/2017,265.0,Software & Services,69.40204098844565
421,MJC,MEJORITY CAPITAL LIMITED,6/30/2017,46.0,Diversified Financials,33.85554425228889
422,MVT,MERCANTILE INVESTMENT COMPANY LTD,6/30/2016,1851.0000000000002,Diversified Financials,8.65548387096775
423,MBK,METAL BANK LIMITED,6/30/2017,1772.0,Materials,-26.56025538707102
424,MCT,METALICITY LIMITED,6/30/2017,6291.0,Materials,-41.024806832045556
425,MLM,METALLICA MINERALS LIMITED,6/30/2015,91.0,Materials,-21.541247484909466
426,MLX,METALS X LIMITED,6/30/2017,229.99999999999997,Materials,-1.937507369413984
427,MEI,METEORIC RESOURCES NL,6/30/2016,2171.0,Materials,150.70748299319715
428,MEL,METGASCO LTD,6/30/2016,139.0,Energy,-20.48650449850051
429,MX1,MICRO-X LIMITED,6/30/2016,1139.0,Health Care Equipment & Services,2.244548567309426
430,MAM,MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED,6/30/2017,86.0,Diversified Financials,
431,MDI,MIDDLE ISLAND RESOURCES LIMITED,6/30/2015,132.0,Materials,529.9999999999997
432,MWY,MIDWAY LIMITED,6/30/2016,46.0,Materials,-0.5226337448559671
433,MHD,MILLENNIUM LIMITED,6/30/2017,137858.0,Consumer Durables & Apparel,
434,MIL,MILLENNIUM SERVICES GROUP LIMITED,6/30/2017,44.0,Commercial & Professional Services,-35.2814429245854
435,MNB,MINBOS RESOURCES LIMITED,6/30/2015,31.0,Materials,11.276595744680844
436,MCR,MINCOR RESOURCES NL,6/30/2018,63.0,Materials,0.0
437,MIR,MIRRABOOKA INVESTMENTS LIMITED,6/30/2018,34.0,Diversified Financials,0.0
438,MGR,MIRVAC GROUP,6/30/2016,38.0,Real Estate,11.208787117192594
439,MSV,MITCHELL SERVICES LIMITED,6/30/2016,31.0,Capital Goods,43.831562974203344
440,MUA,MITULA GROUP LIMITED,12/31/2015,92.0,Software & Services,0.07405956112852664
441,MNF,MNF GROUP LIMITED,6/30/2016,88.0,Telecommunication Services,23.88017662096213
442,MOB,MOBILICOM LIMITED,12/31/2015,40.0,Technology Hardware & Equipment,
443,MOE,MOELIS AUSTRALIA LIMITED,12/31/2016,49.0,Diversified Financials,
444,MND,MONADELPHOUS GROUP LIMITED,6/30/2018,39.0,Capital Goods,0.0
445,MOX,MONAX MINING LIMITED,6/30/2015,61.0,Materials,24.603481624758203
446,MNY,MONEY3 CORPORATION LIMITED,6/30/2016,40.0,Diversified Financials,19.651242374646632
447,MTO,MOTORCYCLE HOLDINGS LIMITED,6/30/2018,38.0,Retailing,0.0
448,MGX,MOUNT GIBSON IRON LIMITED,6/30/2018,39.0,Materials,0.0
449,MRD,MOUNT RIDLEY MINES LIMITED,6/30/2017,89.0,Materials,-34.94908350305497
450,MRQ,MRG METALS LIMITED,6/30/2017,42.0,Materials,-9.85263157894736
451,MPW,MSL SOLUTIONS LIMITED,6/30/2017,107.0,Software & Services,-24.21925133689839
452,MSI,MULTISTACK INTERNATIONAL LIMITED,12/31/2017,61.0,Capital Goods,
453,MCA,MURRAY COD AUSTRALIA LIMITED,6/30/2017,438.0,"Food, Beverage & Tobacco",36.05546995377506
454,MRG,MURRAY RIVER ORGANICS GROUP LIMITED,6/30/2017,300.0,"Food, Beverage & Tobacco",
455,MGV,MUSGRAVE MINERALS LIMITED,6/30/2017,64.0,Materials,-5.039530731956133
456,MPX,MUSTERA PROPERTY GROUP LIMITED,6/30/2016,33.0,Real Estate,17.568829113924032
457,NAG,NAGAMBIE RESOURCES LIMITED,6/30/2015,59.0,Materials,172.9672066376927
458,NAM,NAMOI COTTON LIMITED,2/28/2018,36.0,Commercial & Professional Services,0.0
459,NAN,NANOSONICS LIMITED,6/30/2016,93.0,Health Care Equipment & Services,7.058420246517397
460,NAC,NAOS EX-50 OPPORTUNITIES COMPANY LIMITED,6/30/2016,260.0,Not Applic,4.710351377018044
461,NSC,NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED,6/30/2016,1092.0,Diversified Financials,
462,NSR,NATIONAL STORAGE REIT,6/30/2017,46.0,Real Estate,7.095805282237178
463,NVL,NATIONAL VETERINARY CARE LTD,6/30/2016,402309.0,Health Care Equipment & Services,56.37507425448498
464,NEA,NEARMAP LTD,6/30/2016,30.0,Commercial & Professional Services,16.324038636777836
465,NTC,NETCOMM WIRELESS LIMITED,6/30/2018,69.0,Technology Hardware & Equipment,0.0
466,NET,NETLINKZ LIMITED,6/30/2018,35.0,Software & Services,0.0
467,NWL,NETWEALTH GROUP LIMITED,6/30/2018,36.0,Diversified Financials,0.0
468,NEU,NEUREN PHARMACEUTICALS LIMITED,12/31/2016,88.0,"Pharmaceuticals, Biotechnology & Life Sciences",12.10793287566743
469,NAE,NEW AGE EXPLORATION LIMITED,6/30/2017,2610.0,Energy,-41.12600536193026
470,NHC,NEW HOPE CORPORATION LIMITED,7/31/2017,59.0,Energy,49.1366983246185
471,NWC,NEW WORLD COBALT LIMITED,6/30/2015,127.0,Materials,-57.96874999999999
472,NME,NEX METALS EXPLORATION LIMITED,6/30/2015,68.0,Materials,105.10548523206744
473,NXT,NEXTDC LIMITED,6/30/2016,52.0,Software & Services,35.17812969598892
474,NXM,NEXUS MINERALS LIMITED,6/30/2016,419.00000000000006,Materials,-29.03992241797317
475,NGE,NGE CAPITAL LIMITED,12/31/2016,111.00000000000001,Not Applic,9.469668246445496
476,NCK,NICK SCALI LIMITED,6/30/2016,30.0,Retailing,33.37111371984702
477,NIC,NICKEL MINES LIMITED,6/30/2017,89.0,Materials,
478,NIU,NIUMINCO GROUP LIMITED,6/30/2015,619.0,Materials,98.60465116279062
479,NKP,NKWE PLATINUM LIMITED,12/31/2015,5932.0,Materials,-28.842680608365008
480,NBL,NONI B LIMITED,7/2/2017,190.0,Retailing,53.61032258064517
481,NTU,NORTHERN MINERALS LIMITED,6/30/2015,120494.0,Materials,-49.558730825803735
482,NOR,NORWOOD SYSTEMS LIMITED,6/30/2016,1057.0,Software & Services,-47.1111111111111
483,NOV,NOVATTI GROUP LIMITED,6/30/2016,60.0,Software & Services,17.6352453872223
484,NHL,NOVITA HEALTHCARE LIMITED,6/30/2017,87.0,Health Care Equipment & Services,4.727272727272728
485,NWH,NRW HOLDINGS LIMITED,6/30/2018,99.0,Capital Goods,0.0
486,NSX,NSX LIMITED,6/30/2017,66.0,Diversified Financials,-24.415770609318994
487,NCR,NUCOAL RESOURCES LIMITED,6/30/2015,173.0,Materials,-39.87460815047019
488,OGA,OCEAN GROWN ABALONE LIMITED,6/30/2016,390.0,"Food, Beverage & Tobacco",
489,OCP,OCEANIA CAPITAL PARTNERS LIMITED,3/31/2016,281.0,Diversified Financials,42.42330951072015
490,ODY,ODYSSEY ENERGY LIMITED,6/30/2015,107.0,Energy,31.51351351351351
491,OEX,OILEX LTD,6/30/2016,54.0,Energy,-50.22177419354835
492,OLI,OLIVER'S REAL FOOD LIMITED,6/30/2016,35.0,Consumer Services,
493,OMH,OM HOLDINGS LIMITED,12/31/2017,139.0,Materials,323.0460921843687
494,OSL,ONCOSIL MEDICAL LTD,6/30/2016,39.0,"Pharmaceuticals, Biotechnology & Life Sciences",-20.984483681112888
495,OVH,ONEVUE HOLDINGS LIMITED,6/30/2017,53.0,Diversified Financials,33.11864406779662
496,OPN,OPENDNA LIMITED,6/30/2018,503.0,Commercial & Professional Services,0.0
497,OPT,OPTHEA LIMITED,6/30/2018,94.0,"Pharmaceuticals, Biotechnology & Life Sciences",0.0
498,OIL,OPTISCAN IMAGING LIMITED,6/30/2016,488.99999999999994,Health Care Equipment & Services,190.14501891551063
499,OEC,ORBITAL CORPORATION LIMITED,6/30/2018,46.0,Capital Goods,0.0
500,ODA,ORCODA LIMITED,6/30/2016,172.0,Software & Services,-73.29855732725895
501,ORR,ORECORP LIMITED,6/30/2017,356.0,Materials,-32.326343004883654
502,ORN,ORION MINERALS LTD,6/30/2015,1084.0,Materials,-33.514705882352935
503,OLV,OTHERLEVELS HOLDINGS LIMITED,6/30/2018,56.00000000000001,Software & Services,0.0
504,OVN,OVENTUS MEDICAL LIMITED,6/30/2016,859.0,Health Care Equipment & Services,-30.855172413793106
505,OTW,OVER THE WIRE HOLDINGS LIMITED,6/30/2016,46.0,Software & Services,5.726970227670752
506,P2P,P2P TRANSPORT LIMITED,6/30/2018,119.0,Not Applic,0.0
507,PAC,PACIFIC CURRENT GROUP LIMITED,6/30/2017,267.0,Diversified Financials,7.450968203151713
508,PNW,PACIFIC STAR NETWORK LIMITED,6/30/2018,49.0,Media,0.0
509,PCK,PAINCHEK LTD,6/30/2017,699.0,Health Care Equipment & Services,50.61501210653754
510,PGC,PARAGON CARE LIMITED,6/30/2016,190.0,Health Care Equipment & Services,11.728694642998445
511,PRZ,PARAZERO LIMITED,12/31/2016,254.0,Technology Hardware & Equipment,
512,PCG,PENGANA CAPITAL GROUP LIMITED,6/30/2017,30.0,Diversified Financials,21.92214729251519
513,PSM,PENINSULA MINES LIMITED,6/30/2016,54.0,Materials,-5.809443507588531
514,PPE,PEOPLE INFRASTRUCTURE LTD,6/30/2018,52.0,Commercial & Professional Services,0.0
515,PIL,PEPPERMINT INNOVATION LIMITED,6/30/2016,1685.0000000000002,Software & Services,-32.27038183694528
516,PIC,PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,6/30/2016,40.0,Not Applic,0.9249390129480201
517,PRU,PERSEUS MINING LIMITED,6/30/2018,37.0,Materials,0.0
518,PXS,PHARMAXIS LTD,6/30/2018,455.0,"Pharmaceuticals, Biotechnology & Life Sciences",0.0
519,PHI,PHILEO AUSTRALIA LIMITED,6/30/2017,256.0,Real Estate,27.785032916834606
520,PET,PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED,6/30/2016,106.0,Commercial & Professional Services,105.61686746987955
521,PYC,PHYLOGICA LIMITED,6/30/2017,256660.0,"Pharmaceuticals, Biotechnology & Life Sciences",-21.440758293838858
522,PGY,PILOT ENERGY LIMITED,9/30/2017,11447.0,Energy,-47.9871382636656
523,PNI,PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,6/30/2017,31.0,Diversified Financials,79.4070345101676
524,PNC,PIONEER CREDIT LIMITED,6/30/2018,44.0,Diversified Financials,0.0
525,PGS,PLANET GAS LIMITED,12/31/2015,8092.0,Energy,-20.70312499999999
526,PGM,PLATINA RESOURCES LIMITED,6/30/2016,1805.9999999999998,Materials,65.46350088406163
527,PL8,PLATO INCOME MAXIMISER LIMITED.,6/30/2018,574.0,Not Applic,0.0
528,PLC,PLC FINANCIAL SOLUTIONS LIMITED,6/30/2017,2161.0,Diversified Financials,-53.81999999999997
529,PKA,PLUKKA LIMITED,6/30/2016,39.0,Diversified Financials,-25.93548387096773
530,PNV,POLYNOVO LIMITED,6/30/2016,14569.999999999998,"Pharmaceuticals, Biotechnology & Life Sciences",0.036326250856751216
531,PVL,POWERHOUSE VENTURES LIMITED,6/30/2016,102.0,Commercial & Professional Services,-25.456548077982156
532,PDZ,PRAIRIE MINING LIMITED,6/30/2016,788.0,Materials,131.51263383297646
533,PTX,PRESCIENT THERAPEUTICS LIMITED,6/30/2016,299.0,"Pharmaceuticals, Biotechnology & Life Sciences",-24.795918367346935
534,PFG,PRIME FINANCIAL GROUP LIMITED,6/30/2017,40.0,Diversified Financials,-14.250913520097441
535,PGX,PRIMERO GROUP LIMITED,6/30/2017,57.99999999999999,Capital Goods,
536,PME,PRO MEDICUS LIMITED,6/30/2016,56.99999999999999,Health Care Equipment & Services,23.66478023793787
537,PPG,PRO-PAC PACKAGING LIMITED,6/30/2018,62.0,Materials,0.0
538,PRX,PRODIGY GOLD NL,6/30/2016,9113.0,Materials,50.78693790149893
539,PFP,PROPEL FUNERAL PARTNERS LIMITED,6/30/2016,106.0,Consumer Services,
540,PLG,PROPERTYLINK GROUP,6/30/2015,76.0,Real Estate,
541,PIQ,PROTEOMICS INTERNATIONAL LABORATORIES LTD,6/30/2016,45.0,"Pharmaceuticals, Biotechnology & Life Sciences",-22.351565447001132
542,PSI,PSC INSURANCE GROUP LIMITED,6/30/2016,34.0,Insurance,31.79228610042623
543,PPL,PUREPROFILE LTD,6/30/2016,193.0,Software & Services,-35.17272727272727
544,PPH,PUSHPAY HOLDINGS LIMITED,3/31/2016,475.0,Software & Services,31.786016949152543
545,PWH,PWR HOLDINGS LIMITED,6/30/2016,46.0,Automobiles & Components,-17.613642564802188
546,PLX,PYROLYX AG,12/31/2015,141.0,Materials,
547,QMS,QMS MEDIA LIMITED,6/30/2016,1493.0,Media,-12.089723510164838
548,QST,QUEST INVESTMENTS LIMITED,6/30/2016,162.0,Diversified Financials,
549,QVE,QV EQUITIES LIMITED,6/30/2016,61.0,Not Applic,8.823600303009435
550,RMS,RAMELIUS RESOURCES LIMITED,6/30/2016,33.0,Materials,3.679603277274688
551,RBR,RBR GROUP LIMITED,6/30/2016,363.0,Materials,-30.539033457249047
552,RCR,RCR TOMLINSON LIMITED,6/30/2017,42.0,Capital Goods,-5.831981378288774
553,RCL,READCLOUD LIMITED,6/30/2016,75.0,Software & Services,
554,RLE,REAL ENERGY CORPORATION LIMITED,6/30/2015,1087.0,Energy,-34.671590609337905
555,RCE,RECCE PHARMACEUTICALS LTD,6/30/2016,55.00000000000001,"Pharmaceuticals, Biotechnology & Life Sciences",-17.818775510204077
556,RFT,RECTIFIER TECHNOLOGIES LTD,6/30/2016,35.0,Capital Goods,4.430512016718911
557,RED,RED 5 LIMITED,6/30/2015,38950.0,Materials,15.958597976946603
558,RHI,RED HILL IRON LIMITED,6/30/2017,234.0,Materials,-16.63802905874921
559,RDM,RED METAL LIMITED,6/30/2015,151.0,Materials,90.54561717352412
560,RMX,RED MOUNTAIN MINING LIMITED,6/30/2016,185.0,Materials,-27.846420323325624
561,RVR,RED RIVER RESOURCES LIMITED,6/30/2016,191.0,Materials,58.98387096774198
562,ROG,RED SKY ENERGY LIMITED.,12/31/2016,96.0,Energy,-71.00000000000003
563,RBL,REDBUBBLE LIMITED,6/30/2016,61.0,Software & Services,-15.315133531157274
564,RFX,REDFLOW LIMITED,6/30/2016,747.0,Capital Goods,-57.08396868964117
565,RDH,REDHILL EDUCATION LIMITED,6/30/2017,46.0,Consumer Services,102.4598429535749
566,RFN,REFFIND LIMITED,6/30/2016,2601.0,Software & Services,-87.98160788775125
567,RGP,REFRESH GROUP LIMITED,6/30/2018,42.0,"Food, Beverage & Tobacco",0.0
568,RGS,REGENEUS LTD,6/30/2017,436.00000000000006,"Pharmaceuticals, Biotechnology & Life Sciences",1.9150141643059493
569,RD1,REGISTRY DIRECT LIMITED,6/30/2016,50.0,Software & Services,
570,RWC,RELIANCE WORLDWIDE CORPORATION LIMITED,6/30/2017,104.0,Capital Goods,48.453780523683434
571,RNU,RENASCOR RESOURCES LIMITED,6/30/2016,52.0,Energy,-9.021276595744673
572,RNT,RENT.COM.AU LIMITED,6/30/2016,150.0,Software & Services,-50.722785920080184
573,RDG,RESOURCE DEVELOPMENT GROUP LIMITED,6/30/2018,74.0,Materials,0.0
574,RMI,RESOURCE MINING CORPORATION LIMITED,6/30/2017,718.0,Materials,15.344262295081961
575,RSH,RESPIRI LIMITED,6/30/2016,621.0,Health Care Equipment & Services,-5.096153846153845
576,RBD,RESTAURANT BRANDS NEW ZEALAND LIMITED,2/26/2018,48.0,Consumer Services,0.0
577,RFG,RETAIL FOOD GROUP LIMITED,6/30/2016,36.0,Consumer Services,-13.954548416525476
578,REF,REVERSE CORP LIMITED,6/30/2018,34.0,Telecommunication Services,0.0
579,RWD,REWARD MINERALS LTD,12/31/2015,47.0,Materials,-31.883062085593732
580,RXH,REWARDLE HOLDINGS LIMITED,6/30/2016,378.0,Software & Services,-73.43016759776535
581,RNO,RHINOMED LIMITED,6/30/2016,134.0,"Pharmaceuticals, Biotechnology & Life Sciences",-14.269230769230768
582,RCW,RIGHTCROWD LIMITED,6/30/2016,65.0,Software & Services,
583,RMY,RMA GLOBAL LIMITED,6/30/2017,303.0,Software & Services,
584,RMG,RMG LIMITED,6/30/2017,143.0,Materials,29.012875536480664
585,RXP,RXP SERVICES LIMITED,6/30/2016,61.0,Software & Services,14.685986502580382
586,SNC,SANDON CAPITAL INVESTMENTS LIMITED,6/30/2016,367.0,Not Applic,13.629156999226604
587,SAR,SARACEN MINERAL HOLDINGS LIMITED,6/30/2017,53.0,Materials,51.46525397320036
588,SND,SAUNDERS INTERNATIONAL LIMITED,6/30/2018,65.0,Capital Goods,0.0
589,SYA,SAYONA MINING LIMITED,6/30/2015,40.0,Materials,134.34027777777774
590,SCG,SCENTRE GROUP,12/31/2015,32.0,Real Estate,17.562418379685607
591,SFC,SCHAFFER CORPORATION LIMITED,6/30/2016,36.0,Automobiles & Components,46.56529693731932
592,SDV,SCIDEV LTD,6/30/2017,35.0,Materials,-39.5115332428765
593,SCO,SCOTTISH PACIFIC GROUP LIMITED,6/30/2016,42.0,Diversified Financials,-16.07315306615162
594,SLK,SEALINK TRAVEL GROUP LIMITED,6/30/2016,59.0,Consumer Services,-1.3984846482533815
595,SWF,SELFWEALTH LIMITED,6/30/2016,112.00000000000001,Diversified Financials,
